iter	Passed	Remaining
435	1379	1784
436	1382	1781
437	1386	1778
438	1389	1775
439	1392	1771
440	1395	1768
441	1398	1765
442	1401	1761
443	1404	1758
444	1406	1754
445	1410	1751
446	1413	1748
447	1416	1744
448	1418	1741
449	1421	1737
450	1424	1733
451	1427	1730
452	1430	1727
453	1432	1723
454	1435	1719
455	1438	1715
456	1441	1713
457	1444	1709
458	1447	1705
459	1449	1702
460	1452	1698
461	1455	1695
462	1458	1691
463	1461	1688
464	1464	1684
465	1467	1681
466	1469	1677
467	1472	1674
468	1475	1670
469	1478	1666
470	1480	1662
471	1483	1659
472	1486	1655
473	1488	1652
474	1491	1648
475	1494	1644
476	1496	1641
477	1499	1637
478	1502	1634
479	1505	1630
480	1508	1627
481	1510	1623
482	1513	1620
483	1516	1616
484	1518	1612
485	1521	1609
486	1524	1605
487	1526	1602
488	1529	1598
489	1532	1594
490	1534	1591
491	1537	1587
492	1540	1584
493	1542	1580
494	1545	1576
495	1548	1573
496	1551	1569
497	1553	1566
498	1556	1562
499	1559	1559
500	1562	1556
501	1565	1552
502	1568	1549
503	1570	1545
504	1573	1542
505	1576	1539
506	1579	1535
507	1582	1532
508	1585	1529
509	1588	1526
510	1591	1523
511	1594	1520
512	1597	1516
513	1600	1513
514	1603	1509
515	1606	1506
516	1609	1503
517	1612	1500
518	1615	1497
519	1618	1494
520	1621	1490
521	1623	1487
522	1626	1483
523	1629	1480
524	1632	1477
525	1635	1473
526	1638	1470
527	1641	1467
528	1644	1464
529	1647	1460
530	1649	1457
531	1652	1453
532	1655	1450
533	1658	1446
534	1660	1443
535	1663	1439
536	1666	1436
537	1668	1433
538	1671	1429
539	1674	1426
540	1676	1422
541	1679	1419
542	1682	1415
543	1685	1412
544	1687	1409
545	1690	1405
546	1693	1402
547	1696	1398
548	1698	1395
549	1701	1392
550	1704	1389
551	1707	1385
552	1710	1382
553	1712	1378
554	1715	1375
555	1718	1372
556	1720	1368
557	1723	1365
558	1726	1362
559	1729	1358
560	1732	1355
561	1734	1351
562	1737	1348
563	1740	1345
564	1742	1341
565	1745	1338
566	1748	1335
567	1751	1331
568	1753	1328
569	1756	1324
570	1759	1321
571	1762	1318
572	1764	1315
573	1767	1311
574	1770	1308
575	1773	1305
576	1776	1302
577	1778	1298
578	1782	1295
579	1785	1292
580	1788	1289
581	1791	1286
582	1793	1283
583	1796	1279
584	1799	1276
585	1802	1273
586	1805	1270
587	1808	1267
588	1811	1263
589	1813	1260
590	1816	1257
591	1819	1253
592	1823	1251
593	1827	1249
594	1830	1245
595	1832	1242
596	1835	1239
597	1838	1236
598	1841	1233
599	1844	1229
600	1847	1226
601	1850	1223
602	1852	1219
603	1856	1217
604	1858	1213
605	1861	1210
606	1864	1207
607	1867	1203
608	1869	1200
609	1872	1197
610	1875	1193
611	1877	1190
612	1880	1187
613	1883	1184
614	1886	1180
615	1889	1177
616	1891	1174
617	1894	1171
618	1897	1167
619	1899	1164
620	1902	1161
621	1905	1157
622	1907	1154
623	1910	1151
624	1913	1148
625	1916	1144
626	1918	1141
627	1921	1138
628	1924	1134
629	1927	1131
630	1929	1128
631	1932	1125
632	1935	1122
633	1938	1119
634	1941	1116
635	1944	1112
636	1947	1109
637	1949	1106
638	1952	1103
639	1955	1099
640	1958	1096
641	1960	1093
642	1963	1090
643	1966	1087
644	1969	1083
645	1972	1080
646	1974	1077
647	1977	1074
648	1981	1071
649	1984	1068
650	1987	1065
651	1990	1062
652	1993	1059
653	1996	1056
654	1999	1053
655	2002	1050
656	2006	1047
657	2010	1045
658	2015	1042
659	2019	1040
660	2023	1037
661	2026	1034
662	2030	1032
663	2034	1029
664	2037	1026
665	2040	1023
666	2043	1020
667	2049	1018
668	2052	1015
669	2055	1012
670	2058	1009
671	2062	1006
672	2065	1003
673	2069	1000
674	2073	998
675	2076	995
676	2080	992
677	2083	989
678	2086	986
679	2089	983
680	2093	980
681	2097	977
682	2100	974
683	2103	971
684	2106	968
685	2110	966
686	2113	962
687	2116	959
688	2118	956
689	2121	953
690	2125	950
691	2128	947
692	2131	944
693	2134	940
694	2137	937
695	2141	935
696	2145	932
697	2148	929
698	2151	926
699	2154	923
700	2157	920
701	2160	917
702	2162	913
703	2165	910
704	2168	907
705	2171	904
706	2174	901
707	2177	898
708	2181	895
709	2184	892
710	2187	889
711	2190	886
712	2193	882
713	2195	879
714	2198	876
715	2201	873
716	2204	870
717	2206	866
718	2209	863
719	2212	860
720	2215	857
721	2217	853
722	2220	850
723	2223	847
724	2226	844
725	2229	841
726	2231	838
727	2234	834
728	2237	831
729	2240	828
730	2242	825
731	2245	822
732	2248	819
733	2251	815
734	2254	812
735	2256	809
736	2259	806
737	2262	803
738	2264	799
739	2267	796
740	2270	793
741	2272	790
742	2275	787
743	2278	783
744	2280	780
745	2283	777
746	2286	774
747	2289	771
748	2291	768
749	2294	764
750	2297	761
751	2300	758
752	2303	755
753	2305	752
754	2308	749
755	2311	745
756	2313	742
757	2316	739
758	2319	736
759	2322	733
760	2324	730
761	2327	726
762	2330	723
763	2333	720
764	2335	717
765	2338	714
766	2340	711
767	2343	707
768	2347	705
769	2350	702
770	2353	698
771	2355	695
772	2358	692
773	2361	689
774	2364	686
775	2367	683
776	2369	680
777	2372	677
778	2385	676
779	2391	674
780	2397	672
781	2402	669
782	2407	667
783	2410	664
784	2413	661
785	2418	658
786	2423	655
787	2426	652
788	2429	649
789	2432	646
790	2435	643
791	2437	640
792	2440	637
793	2443	633
794	2446	630
795	2448	627
796	2451	624
797	2453	621
798	2456	618
799	2459	614
800	2462	611
801	2465	608
802	2467	605
803	2470	602
804	2473	599
805	2476	596
806	2478	592
807	2481	589
808	2484	586
809	2487	583
810	2489	580
811	2492	577
812	2495	573
813	2497	570
814	2500	567
815	2503	564
816	2505	561
817	2508	558
818	2511	555
819	2514	551
820	2517	548
821	2519	545
822	2522	542
823	2525	539
824	2527	536
825	2530	533
826	2533	529
827	2536	526
828	2538	523
829	2541	520
830	2544	517
831	2547	514
832	2550	511
833	2553	508
834	2555	505
835	2558	501
836	2561	498
837	2564	495
838	2566	492
839	2569	489
840	2572	486
841	2575	483
842	2578	480
843	2581	477
844	2584	474
845	2587	470
846	2590	467
847	2593	464
848	2595	461
849	2598	458
850	2601	455
851	2604	452
852	2607	449
853	2610	446
854	2612	443
855	2615	439
856	2617	436
857	2620	433
858	2623	430
859	2626	427
860	2628	424
861	2631	421
862	2634	418
863	2637	415
864	2639	412
865	2642	408
866	2645	405
867	2647	402
868	2650	399
869	2653	396
870	2655	393
871	2658	390
872	2661	387
873	2664	384
874	2667	381
875	2669	377
876	2672	374
877	2674	371
878	2677	368
879	2680	365
880	2683	362
881	2686	359
882	2688	356
883	2691	353
884	2694	350
885	2697	347
886	2699	343
887	2702	340
888	2705	337
889	2708	334
890	2711	331
891	2713	328
892	2716	325
893	2719	322
894	2722	319
895	2725	316
896	2727	313
897	2730	310
898	2733	307
899	2736	304
900	2739	300
901	2742	297
902	2745	294
903	2748	291
904	2751	288
905	2754	285
906	2757	282
907	2760	279
908	2762	276
909	2765	273
910	2768	270
911	2771	267
912	2774	264
913	2777	261
914	2780	258
915	2783	255
916	2786	252
917	2789	249
918	2792	246
919	2795	243
920	2798	240
921	2801	236
922	2803	233
923	2806	230
924	2809	227
925	2812	224
926	2815	221
927	2818	218
928	2820	215
929	2823	212
930	2826	209
931	2829	206
932	2831	203
933	2834	200
934	2837	197
935	2840	194
936	2843	191
937	2846	188
938	2849	185
939	2852	182
940	2854	178
941	2857	175
942	2860	172
943	2863	169
944	2865	166
945	2868	163
946	2871	160
947	2873	157
948	2876	154
949	2879	151
950	2882	148
951	2884	145
952	2887	142
953	2890	139
954	2893	136
955	2896	133
956	2900	130
957	2902	127
958	2905	124
959	2908	121
960	2911	118
961	2913	115
962	2916	112
963	2919	109
964	2922	105
965	2925	102
966	2927	99
967	2930	96
968	2933	93
969	2936	90
970	2939	87
971	2941	84
972	2944	81
973	2947	78
974	2950	75
975	2953	72
976	2956	69
977	2958	66
978	2961	63
979	2964	60
980	2967	57
981	2970	54
982	2973	51
983	2976	48
984	2979	45
985	2982	42
986	2985	39
987	2988	36
988	2990	33
989	2993	30
990	2996	27
991	2999	24
992	3002	21
993	3005	18
994	3008	15
995	3011	12
996	3013	9
997	3016	6
998	3019	3
999	3022	0
